"stop_id","pid","resultkey","result","code","resulttext"
"244","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"245","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"245","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"246","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"247","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"248","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"249","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"250","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"251","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"252","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"253","1","2","Warning (verbal or written)","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"254","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"255","1","2","Warning (verbal or written)","54220","22100(A) VC - IMPROPER RIGHT HAND TURN (I) 54220"
"256","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"257","1","2","Warning (verbal or written)","54208","4454(A) VC - NO REGISTRATION IN VEH (I) 54208"
"258","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"259","1","3","Citation for infraction","66914","4159 VC - FL NOTIFY DMV ADD CHANGE (I) 66914"
"259","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"260","1","2","Warning (verbal or written)","66881","38170(C) VC - LICENSE PLATE NONCOMPLNT (I) 66881"
"261","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"262","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"263","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"263","1","6","Custodial Arrest without warrant","23132","487(A) PC - GRDTHFT:MONEY/LABOR/PROP (F) 23132"
"264","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"265","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"265","1","3","Citation for infraction","42127","12500(A) VC - DRIVE W/O LICENSE (I) 42127"
"266","1","2","Warning (verbal or written)","66530","26450 VC - REQ BRAKE SYSTEMS VIOL (I) 66530"
"267","1","3","Citation for infraction","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566"
"268","1","3","Citation for infraction","42127","12500(A) VC - DRIVE W/O LICENSE (I) 42127"
"268","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"268","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"269","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"270","1","6","Custodial Arrest without warrant","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"271","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"272","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"273","1","2","Warning (verbal or written)","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100"
"273","2","2","Warning (verbal or written)","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100"
"273","3","2","Warning (verbal or written)","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100"
"273","4","2","Warning (verbal or written)","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"274","1","6","Custodial Arrest without warrant","35422","11350(A) HS - POSSESS NARCOTIC CNTL SUB (M) 35422"
"274","1","6","Custodial Arrest without warrant","35353","11377(A) HS - POSSESS CNTL SUB (M) 35353"
"274","1","6","Custodial Arrest without warrant","35423","11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423"
"274","1","6","Custodial Arrest without warrant","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111"
"275","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"276","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"277","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"278","1","3","Citation for infraction","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566"
"279","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"280","1","2","Warning (verbal or written)","35423","11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423"
"281","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"282","1","10","Psychiatric hold","",""
"283","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"284","1","2","Warning (verbal or written)","48135","2800(A) VC - FAIL OBEY PO:LAWFUL ORDER (M) 48135"
"284","2","2","Warning (verbal or written)","48135","2800(A) VC - FAIL OBEY PO:LAWFUL ORDER (M) 48135"
"285","1","1","None","",""
"286","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"287","1","7","Field interview card completed","",""
"288","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"289","1","2","Warning (verbal or written)","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"290","1","3","Citation for infraction","66985","27315(D)(1) VC - SEATBELT VIOLATION (I) 66985"
"291","1","4","In-field cite and release","13082","243(A) PC - BATTERY ON PERSON (M) 13082"
"292","1","2","Warning (verbal or written)","8008","602 WI - FAIL OBEY ORDER JUV COURT (X) 8008"
"293","1","3","Citation for infraction","54185","22101(D) VC - FAIL TO OBEY TURN SIGNS (I) 54185"
"294","1","3","Citation for infraction","54373","21453(C) VC - FAIL STOP LINE/ETC AT RED (I) 54373"
"295","1","3","Citation for infraction","54153","21453(D) VC - PED AGAINST RED LIGHT/ETC (I) 54153"
"296","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"296","1","4","In-field cite and release","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"297","1","10","Psychiatric hold","",""
"298","1","3","Citation for infraction","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"299","1","8","Noncriminal transport or caretaking transport","",""
"299","1","10","Psychiatric hold","",""
"300","1","3","Citation for infraction","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"301","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"302","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"303","1","2","Warning (verbal or written)","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"304","1","3","Citation for infraction","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"305","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"305","1","4","In-field cite and release","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"305","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"306","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"307","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"308","1","10","Psychiatric hold","",""
"309","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"310","1","3","Citation for infraction","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"311","1","3","Citation for infraction","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"311","1","4","In-field cite and release","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"311","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"312","1","2","Warning (verbal or written)","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111"
"312","1","7","Field interview card completed","",""
"312","2","7","Field interview card completed","",""
"312","3","2","Warning (verbal or written)","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111"
"312","3","5","Custodial Arrest pursuant to outstanding warrant","",""
"313","1","2","Warning (verbal or written)","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"314","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"315","1","2","Warning (verbal or written)","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"316","1","2","Warning (verbal or written)","66424","24600(B) VC - TAILLAMP VIOL 2 LIGHTS (I) 66424"
"317","1","2","Warning (verbal or written)","54352","22105 VC - U TURN:OBSTRUCTED VIEW (I) 54352"
"318","1","3","Citation for infraction","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"319","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"320","1","2","Warning (verbal or written)","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"320","2","2","Warning (verbal or written)","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"321","1","3","Citation for infraction","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"322","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"323","1","8","Noncriminal transport or caretaking transport","",""
"324","1","2","Warning (verbal or written)","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"325","1","3","Citation for infraction","66943","21651(A)(1) VC - DRV HWY ACROSS DIV SECTN (I) 66943"
"325","1","4","In-field cite and release","66943","21651(A)(1) VC - DRV HWY ACROSS DIV SECTN (I) 66943"
"326","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"327","1","2","Warning (verbal or written)","54170","23111 VC - THROW/ETC CIG/ETC:HWY/ETC (I) 54170"
"328","1","2","Warning (verbal or written)","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"329","1","1","None","",""
"330","1","2","Warning (verbal or written)","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100"
"331","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"331","1","4","In-field cite and release","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"332","1","6","Custodial Arrest without warrant","35423","11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423"
"332","1","6","Custodial Arrest without warrant","52564","21310 PC - CARRY CON/DIRK OR DAGGER (F) 52564"
"333","1","3","Citation for infraction","52136","417(A)(1) PC - EXHIBIT DEADWPN:NOT F/ARM (M) 52136"
"333","1","6","Custodial Arrest without warrant","52136","417(A)(1) PC - EXHIBIT DEADWPN:NOT F/ARM (M) 52136"
"334","1","2","Warning (verbal or written)","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967"
"335","1","2","Warning (verbal or written)","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"336","1","8","Noncriminal transport or caretaking transport","",""
"337","1","7","Field interview card completed","",""
"338","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"338","1","4","In-field cite and release","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"339","1","7","Field interview card completed","",""
"340","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"341","1","3","Citation for infraction","42127","12500(A) VC - DRIVE W/O LICENSE (I) 42127"
"342","1","6","Custodial Arrest without warrant","29111","594(A)(1) PC - VANDALISM:DEFACE PROPERTY (F) 29111"
"343","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"344","1","3","Citation for infraction","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099"
"345","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"346","1","2","Warning (verbal or written)","54075","21651(B) VC - DRIVE WRONG WAY:DIV HWY (M) 54075"
"347","1","7","Field interview card completed","",""
"348","1","6","Custodial Arrest without warrant","65000","65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000"
"349","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"350","1","2","Warning (verbal or written)","54115","22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115"
"351","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"352","1","7","Field interview card completed","",""
"353","1","6","Custodial Arrest without warrant","52480","25400(A)(1) PC - CCW IN VEHICLE (M) 52480"
"353","2","7","Field interview card completed","",""
"353","2","9","Contacted parent/legal guardian or other person responsible for the minor","",""
"353","3","2","Warning (verbal or written)","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005"
"353","3","7","Field interview card completed","",""
"353","4","2","Warning (verbal or written)","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005"
"353","4","9","Contacted parent/legal guardian or other person responsible for the minor","",""
"354","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"355","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"356","1","2","Warning (verbal or written)","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"357","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"358","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"359","1","7","Field interview card completed","",""
"360","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"361","1","3","Citation for infraction","66983","27151(A) VC - ILL MOD EXHAUST SYS:NOISE (I) 66983"
"361","2","3","Citation for infraction","66983","27151(A) VC - ILL MOD EXHAUST SYS:NOISE (I) 66983"
"362","1","3","Citation for infraction","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099"
"363","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"364","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"365","1","7","Field interview card completed","",""
"365","2","7","Field interview card completed","",""
"366","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"367","1","3","Citation for infraction","66886","38301.5 VC - VIOL LOCAL ORD 38301 (I) 66886"
"368","1","7","Field interview card completed","",""
"368","2","7","Field interview card completed","",""
"369","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"370","1","10","Psychiatric hold","",""
"371","1","7","Field interview card completed","",""
"371","2","7","Field interview card completed","",""
"372","1","2","Warning (verbal or written)","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880"
"373","1","2","Warning (verbal or written)","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111"
"373","1","7","Field interview card completed","",""
"373","2","2","Warning (verbal or written)","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111"
"373","2","7","Field interview card completed","",""
"373","3","2","Warning (verbal or written)","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111"
"373","3","5","Custodial Arrest pursuant to outstanding warrant","",""
"374","1","3","Citation for infraction","66299","22454(A) VC - FL STP SCHL BS RD LT FLSH (I) 66299"
"375","1","2","Warning (verbal or written)","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"376","1","3","Citation for infraction","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566"
"376","1","4","In-field cite and release","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566"
"377","1","2","Warning (verbal or written)","66949","21806(A)(1) VC - FAIL YIELD/ETC:EMERG VEH (I) 66949"
"378","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"379","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"380","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"380","1","4","In-field cite and release","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"381","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"382","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"382","2","7","Field interview card completed","",""
"383","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"384","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"385","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"386","1","4","In-field cite and release","65000","65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000"
"386","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"387","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"388","1","2","Warning (verbal or written)","32082","647(H) PC - LOITER/ETC PRIVATE PROP (M) 32082"
"389","1","8","Noncriminal transport or caretaking transport","",""
"390","1","2","Warning (verbal or written)","66530","26450 VC - REQ BRAKE SYSTEMS VIOL (I) 66530"
"391","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"392","1","3","Citation for infraction","65000","65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000"
"392","1","4","In-field cite and release","65000","65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000"
"393","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"393","1","6","Custodial Arrest without warrant","35422","11350(A) HS - POSSESS NARCOTIC CNTL SUB (M) 35422"
"394","1","6","Custodial Arrest without warrant","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111"
